J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
1.3709465376797847,0.18642417935908379,0.8109068218028966,-1.6931611688884989,1.3878244469522485,2.5385909867247847
1.370945773845754,0.18642431340429275,0.8109066578736306,-1.6931618144119276,1.3878240319866413,2.5385910080706786
1.3709434821889532,0.18642471521711917,0.8109061664938746,-1.6931637510992257,1.3878227870205126,2.5385910720240323
1.3709396627292467,0.18642538483902663,0.8109053476112179,-1.6931669789353692,1.3878207120627617,2.5385911785956803
1.3709343154864986,0.18642632231147868,0.8109042011732497,-1.6931714979053352,1.3878178071222875,2.5385913277964565
1.3709274404805731,0.18642752767593887,0.8109027271275588,-1.6931773079940997,1.3878140722079895,2.538591519637194
1.370919037731335,0.1864290009738708,0.8109009254217346,-1.6931844091866397,1.3878095073287666,2.538591754128728
1.3709091072586563,0.1864307422467392,0.8108987960033709,-1.6931928014679418,1.387804112493526,2.5385920312819064
1.3708976490769058,0.18643275152458455,0.8108963388344852,-1.6932024848271068,1.3877978877086965,2.5385923511045525
1.3708846632019014,0.18643502884041024,0.8108935538733674,-1.6932134592521886,1.3877908329813686,2.5385927136053033
1.3708701496577644,0.18643757424456456,0.8108904410563756,-1.6932257247249436,1.3877829483223487,2.5385931187973156
1.3708541084714576,0.18644038779331787,0.8108870003123821,-1.6932392812249797,1.387774233743716,2.53859356669529
1.3708365396727842,0.18644346954886215,0.8108832315627725,-1.6932541287297558,1.3877646892588222,2.5385940573154735
1.3708174432943903,0.18644681957931064,0.8108791347214462,-1.6932702672145803,1.387754314882292,2.5385945906756606
1.3707968193717661,0.18645043795869728,0.8108747096948175,-1.6932876966526107,1.3877431106300242,2.538595166795187
1.3707746679432453,0.18645432476697663,0.8108699563818147,-1.6933064170148522,1.387731076519191,2.5385957856949375
1.3707509890500083,0.1864584800900227,0.8108648746738815,-1.6933264282701574,1.38771821256824,2.538596447397337
1.3707257827360824,0.1864629040196282,0.8108594644549765,-1.6933477303852233,1.3877045187968933,2.538597151926355
1.370699049048344,0.18646759665350487,0.8108537256015745,-1.6933703233245927,1.3876899952261497,2.538597899307504
