idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.3945329731322624,-0.0019874076534571487,0.3406225491884505,-0.008438954625027417,-0.48408912439931884,0.44112717358098913,0.04833219467060842,0.10817205473899753,-0.0498665500569771
1,0.3945328168822624,-0.0019874076534571487,0.3406225491884505,-0.008438964194882223,-0.48408991894463593,0.4411276505195701,0.04833214172071666,0.10817237243676532,-0.04986649638234722
2,0.3945323481322624,-0.0019874076534571487,0.3406225491884505,-0.008438992904576871,-0.4840923025807937,0.44112908133241213,0.04833198287274939,0.10817332553318376,-0.049866335360140554
3,0.3945315668822624,-0.0019874076534571487,0.3406225491884505,-0.008439040754502039,-0.4840962753084175,0.4411314660108129,0.04833171813182792,0.10817491403759466,-0.049866066995403274
4,0.39453047313226236,-0.0019874076534571487,0.3406225491884505,-0.008439107745308875,-0.4841018371285464,0.4411348045402683,0.04833134750648877,0.10817713796556164,-0.049865691296546846
5,0.39452906688226236,-0.0019874076534571487,0.3406225491884505,-0.008439193877909014,-0.4841089880426357,0.4411390969004725,0.04833087100868232,0.10817999733887701,-0.04986520827534646
6,0.39452734813226237,-0.0019874076534571487,0.3406225491884505,-0.008439299153474614,-0.4841177280525577,0.44114434306531847,0.04833028865377257,0.10818349218555989,-0.04986461794694076
7,0.3945253168822624,-0.0019874076534571487,0.3406225491884505,-0.008439423573438395,-0.48412805716059903,0.4411505430028966,0.04832960046053653,0.10818762253985582,-0.0498639203298315
8,0.39452297313226237,-0.0019874076534571487,0.3406225491884505,-0.00843956713949369,-0.4841399753694633,0.44115769667549676,0.04832880645116392,0.10819238844223991,-0.049863115445882886
9,0.39452031688226236,-0.0019874076534571487,0.3406225491884505,-0.008439729853594488,-0.4841534826822693,0.4411658040396059,0.04832790665125553,0.1081977899394041,-0.04986220332032027
10,0.39451734813226236,-0.0019874076534571487,0.3406225491884505,-0.008439911717955521,-0.4841685791025512,0.44117486504590947,0.0483269010898233,0.10820382708428081,-0.049861183981729874
11,0.39451406688226237,-0.0019874076534571487,0.3406225491884505,-0.008440112735052328,-0.4841852646342586,0.4411848796392912,0.048325789799288976,0.10821049993601267,-0.04986005746205767
12,0.3945104731322624,-0.0019874076534571487,0.3406225491884505,-0.008440332907621338,-0.48420353928175697,0.4411958477588326,0.048324572815482254,0.10821780855998538,-0.0498588237966074
13,0.3945065668822624,-0.0019874076534571487,0.3406225491884505,-0.008440572238659974,-0.48422340304982736,0.44120776933781325,0.04832325017764028,0.10822575302779631,-0.04985748302404012
14,0.39450234813226237,-0.0019874076534571487,0.3406225491884505,-0.00844083073142674,-0.4842448559436656,0.44122064430371055,0.04832182192840595,0.10823433341727808,-0.04985603518637239
15,0.3944978168822624,-0.0019874076534571487,0.3406225491884505,-0.008441108389441343,-0.48426789796888103,0.44123447257819903,0.048320288113826874,0.10824354981248764,-0.04985448032897528
16,0.3944929731322624,-0.0019874076534571487,0.3406225491884505,-0.008441405216484805,-0.4842925291315008,0.44124925407715176,0.0483186487833524,0.10825340230370414,-0.049852818500571335
17,0.39448781688226237,-0.0019874076534571487,0.3406225491884505,-0.008441721216599606,-0.48431874943796505,0.4412649887106388,0.04831690398983321,0.10826389098744049,-0.049851049753234164
18,0.39448234813226235,-0.0019874076534571487,0.3406225491884505,-0.008442056394089799,-0.4843465588951279,0.4412816763829274,0.048315053789519224,0.10827501596642788,-0.049849174142386266
19,0.3944765668822624,-0.0019874076534571487,0.3406225491884505,-0.008442410753521175,-0.48437595751025997,0.44129931699248254,0.04831309824205632,0.10828677734962934,-0.04984719172679578
20,0.39447047313226236,-0.0019874076534571487,0.3406225491884505,-0.008442784299721421,-0.48440694529104444,0.4413179104319661,0.04831103741048604,0.10829917525223023,-0.049845102568576174
21,0.3944640668822624,-0.0019874076534571487,0.3406225491884505,-0.00844317703778026,-0.48443952224557885,0.44133745658823653,0.04830887136124186,0.10831220979564679,-0.04984290673318227
22,0.39445734813226235,-0.0019874076534571487,0.3406225491884505,-0.008443588973049655,-0.48447368838237503,0.4413579553423498,0.048306600164147596,0.1083258811075134,-0.04984060428940895
23,0.3944503168822624,-0.0019874076534571487,0.3406225491884505,-0.008444020111143966,-0.4845094437103574,0.4413794065695579,0.048304223892414844,0.10834018932169617,-0.049838195309388246
24,0.3944429731322624,-0.0019874076534571487,0.3406225491884505,-0.008444470457940164,-0.4845467882388652,0.44140181013930957,0.04830174262263972,0.10835513457829046,-0.04983567986858619
25,0.39443531688226235,-0.0019874076534571487,0.3406225491884505,-0.008444940019578016,-0.4845857219776497,0.44142516591524983,0.04829915643480098,0.10837071702360772,-0.049833058045800904
26,0.3944273481322624,-0.0019874076534571487,0.3406225491884505,-0.00844542880246029,-0.48462624493687523,0.4414494737552197,0.04829646541225658,0.10838693681019033,-0.04983032992315897
27,0.39441906688226236,-0.0019874076534571487,0.3406225491884505,-0.008445936813252996,-0.48466835712711953,0.4414747335112562,0.04829366964174071,0.1084037940968087,-0.04982749558611265
28,0.39441047313226235,-0.0019874076534571487,0.3406225491884505,-0.00844646405888559,-0.48471205855937116,0.4415009450295918,0.04829076921336127,0.10842128904845556,-0.049824555123437
29,0.39440156688226236,-0.0019874076534571487,0.3406225491884505,-0.008447010546551222,-0.4847573492450321,0.4415281081506548,0.04828776422059584,0.10843942183635008,-0.0498215086272261
30,0.39439234813226237,-0.0019874076534571487,0.3406225491884505,-0.008447576283706982,-0.4848042291959156,0.44155622270906836,0.048284654760288766,0.1084581926379352,-0.04981835619288983
31,0.3943828168822624,-0.0019874076534571487,0.3406225491884505,-0.008448161278074148,-0.48485269842424605,0.4415852885336511,0.04828144093264799,0.10847760163688276,-0.04981509791915079
32,0.3943729731322624,-0.0019874076534571487,0.3406225491884505,-0.008448765537638465,-0.4849027569426605,0.44161530544741634,0.04827812284124047,0.10849764902308975,-0.04981173390803964
33,0.3943628168822624,-0.0019874076534571487,0.3406225491884505,-0.008449389070650392,-0.4849544047642045,0.44164627326757167,0.04827470059298991,0.10851833499267402,-0.04980826426489267
34,0.3943523481322624,-0.0019874076534571487,0.3406225491884505,-0.008450031885625408,-0.4850076419023357,0.44167819180551904,0.048271174298171696,0.10853965974798288,-0.049804689098346844
35,0.39434156688226235,-0.0019874076534571487,0.3406225491884505,-0.008450693991344297,-0.4850624683709217,0.44171106086685463,0.0482675440704095,0.10856162349758773,-0.04980100852033616
36,0.3943304731322624,-0.0019874076534571487,0.3406225491884505,-0.008451375396853434,-0.48511888418423865,0.44174488025136827,0.04826381002667172,0.10858422645628021,-0.0497972226460881
37,0.39431906688226237,-0.0019874076534571487,0.3406225491884505,-0.008452076111465121,-0.4851768893569739,0.4417796497530432,0.048259972287265966,0.10860746884508933,-0.04979333159411809
38,0.39430734813226237,-0.0019874076534571487,0.3406225491884505,-0.00845279614475788,-0.48523648390422247,0.44181536916005576,0.04825603097583622,0.10863135089125299,-0.04978933548622651
39,0.3942953168822624,-0.0019874076534571487,0.3406225491884505,-0.008453535506576794,-0.4852976678414884,0.4418520382547757,0.04825198621935776,0.10865587282824733,-0.0497852344474935
40,0.39428297313226235,-0.0019874076534571487,0.3406225491884505,-0.00845429420703385,-0.4853604411846848,0.44188965681376485,0.04824783814813229,0.10868103489576532,-0.04978102860627418
41,0.3942703168822624,-0.0019874076534571487,0.3406225491884505,-0.008455072256508264,-0.48542480395013055,0.4419282246077771,0.04824358689578436,0.10870683733972555,-0.049776718094194865
42,0.3942573481322624,-0.0019874076534571487,0.3406225491884505,-0.008455869665646865,-0.48549075615455406,0.44196774140175904,0.04823923259925569,0.10873328041227434,-0.0497723030461473
