J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
-0.008438954621300048,-0.48408912439337404,0.44112717366395443,0.048332194621819785,0.10817205464995927,-0.049866550008904914
-0.008438964196479357,-0.4840899189471834,0.4411276504840135,0.048332141741630405,0.1081723724749247,-0.049866496402954
-0.008438992907812647,-0.4840923025859545,0.44112908126038697,0.04833198291510516,0.10817332561048146,-0.04986633540187438
-0.008439040757123753,-0.4840962753125979,0.4411314659524631,0.048331718166136996,0.10817491410021458,-0.04986606702920844
-0.008439107746236508,-0.48410183713002447,0.44113480451963,0.048331347518618825,0.10817713798770912,-0.0498656913084986
-0.008439193876974746,-0.48410898804114494,0.4411390969212757,0.048330870996443585,0.1081799973165501,-0.049865208263287254
-0.008439299151162304,-0.48411772804886993,0.4411443431167884,0.0483302886235042,0.10818349213032258,-0.049864617917116806
-0.008439423570623064,-0.48412805715611296,0.44115054306555906,0.04832960042369386,0.10818762247261218,-0.04986392029352997
-0.00843956713667764,-0.4841399753649781,0.44115769673815974,0.04832880641433107,0.10819238837499484,-0.049863115409591374
-0.008439729850777625,-0.484153482677785,0.4411658041022696,0.04832790661443399,0.10819778987216133,-0.049862203284040243
-0.008439911715137747,-0.48416857909806776,0.441174865108574,0.04832690105301448,0.10820382701703606,-0.04986118394546277
-0.008440112732233548,-0.4841852646297766,0.44118487970195663,0.048325789762493965,0.1082104998687704,-0.04986005742580461
-0.008440332904801458,-0.48420353927727655,0.4411958478214991,0.04832457277870244,0.10821780849274165,-0.049858823760369805
-0.008440572235838894,-0.4842234030453483,0.4412077694004808,0.04832325014087705,0.10822575296055356,-0.04985748298781938
-0.008440830728604366,-0.4842448559391875,0.4412206443663791,0.04832182189166075,0.10823433335003581,-0.04985603515016999
-0.008441108386617576,-0.48426789796440495,0.44123447264086896,0.048320288077100745,0.10824354974524472,-0.049854480292792255
-0.008441405213659554,-0.48429252912702647,0.44124925413982297,0.048318648746646806,0.1082534022364631,-0.04985281846440919
-0.008441721213772768,-0.4843187494334923,0.44126498877331144,0.04831690395314956,0.10826389092019875,-0.04985104971709432
-0.008442056391261282,-0.48434655889065764,0.4412816764456017,0.04831505375285851,0.10827501589918717,-0.04984917410626977
-0.008442410750690882,-0.4843759575057919,0.44129931705515835,0.04831309820542009,0.10828677728238889,-0.049847191690704194
-0.008442784296889255,-0.48440694528657835,0.4413179104946434,0.048311037373875515,0.10829917518499114,-0.04984510253251069
-0.008443177034946122,-0.4844395222411152,0.4413374566509157,0.048308871324658414,0.10831220972840669,-0.04984290669714435
-0.00844358897021345,-0.4844736883779136,0.44135795540503087,0.04830660012759257,0.10832588104027452,-0.04984060425339991
-0.008444020108305597,-0.48450944370589877,0.44137940663224096,0.048304223855889394,0.10834018925445973,-0.04983819527340929
-0.008444470455099534,-0.48454678823440933,0.4414018102019947,0.04830174258614523,0.10835513451105282,-0.049835679832638716
-0.008444940016735023,-0.4845857219731966,0.441425165977937,0.048299156398338684,0.1083707169563703,-0.04983305800988617
-0.008445428799614841,-0.48462624493242523,0.4414494738179091,0.04829646537582775,0.1083869367429545,-0.0498303298872783
-0.00844593681040499,-0.48466835712267226,0.44147473357394784,0.04829366960534676,0.10840379402957344,-0.04982749555026743
-0.008446464056034931,-0.48471205855492716,0.4415009450922859,0.04829076917700339,0.10842128898122054,-0.049824555087628467
-0.008447010543697812,-0.48475734924059144,0.4415281082133513,0.04828776418427527,0.10843942176911558,-0.04982150859145551
-0.008447576280850723,-0.4848042291914783,0.44155622277176754,0.048284654724006865,0.10845819257070252,-0.049818356157158565
-0.008448161275214945,-0.4848526984198128,0.44158528859635304,0.04828144089640585,0.10847760156965161,-0.04981509788345997
-0.008448765534776213,-0.4849027569382306,0.44161530551012096,0.048278122805039576,0.10849764895585842,-0.04981173387239076
-0.008449389067784996,-0.4849544047597784,0.44164627333027895,0.048274700556831404,0.10851833492544363,-0.04980826422928693
-0.008450031882756769,-0.48500764189791346,0.4416781918682293,0.048271174262056876,0.1085396596807531,-0.04980468906278555
-0.008450693988472311,-0.48506246836650324,0.44171106092956797,0.04826754403433976,0.1085616234303578,-0.049801008484820705
-0.008451375393978007,-0.4851188841798245,0.44174488031408465,0.04826380999064805,0.1085842263890538,-0.04979722261061952
-0.00845207610858615,-0.48517688935256403,0.4417796498157628,0.04825997225128974,0.10860746877786229,-0.04979333155869778
-0.008452796141875267,-0.48523648389981716,0.4418153692227788,0.048256030939908656,0.10863135082402846,-0.04978933545085566
-0.008453535503690438,-0.4852976678370879,0.44185203831750197,0.048251986183479964,0.10865587276102306,-0.049785234412173314
-0.00845429420414365,-0.48536044118028865,0.4418896568764946,0.048247838112305694,0.10868103482854147,-0.04978102857100609
-0.00845507225361412,-0.48542480394573934,0.44192822467051046,0.048243586860010124,0.1087068372725033,-0.04977671805898004
-0.008455869662748677,-0.48549075615016746,0.44196774146449613,0.048239232563535066,0.10873328034505303,-0.049772303010987035
-0.008456686442462103,-0.4855582978107076,0.44200820701758925,0.04823477536313492,0.10876036430455904,-0.04976778356517969
-0.00845752260393752,-0.4856274289449002,0.4420496210831189,0.04823021540237188,0.10878808941561355,-0.04976315986296662
-0.008458378158626777,-0.48569814957069196,0.4420919834086051,0.04822555282811074,0.10881645594903386,-0.04975843204900697
-0.008459253118250834,-0.4857704597064354,0.4421352937357585,0.04822078779051371,0.10884546418186061,-0.04975360027120534
-0.00846014749480017,-0.48584435937088744,0.4421795518004798,0.04821592044303523,0.10887511439735885,-0.04974866468070634
-0.008461061300535195,-0.48591984858321,0.4422247573328597,0.04821095094241641,0.10890540688501711,-0.04974362543188899
-0.008461994547986665,-0.48599692736296873,0.44227091005717833,0.04820587944867959,0.10893634194054727,-0.04973848268236127
-0.008462947249956125,-0.4860755957301329,0.4423180096919047,0.048200706125122714,0.10896791986588508,-0.049733236592954255
-0.008463919419516342,-0.4861558537050745,0.4423660559496967,0.04819543113831359,0.10900014096918945,-0.049727887327716346
-0.008464911070011752,-0.48623770130856814,0.4424150485374003,0.04819005465808404,0.10903300556484245,-0.04972243505390734
-0.008465922215058926,-0.4863211385617898,0.44246498715604937,0.04818457685752397,0.10906651397344974,-0.049716879941992295
-0.008466952868547038,-0.4864061654863171,0.4425158715008652,0.048178997912975266,0.10910066652183951,-0.04971122216563545
-0.008468003044638345,-0.486492782104128,0.442567701261256,0.048173318004025634,0.10913546354306278,-0.04970546190169382
-0.008469072757768667,-0.4865809884376008,0.44262047612081656,0.04816753731350237,0.10917090537639373,-0.049699599330210995
-0.008470162022647897,-0.48667078450951284,0.4426741957573276,0.0481616560274659,0.10920699236732823,-0.04969363463441042
-0.008471270854260504,-0.48676217034304037,0.44272885984275545,0.04815567433520343,0.10924372486758492,-0.04968756800068901
-0.008472399267866047,-0.4868551459617578,0.4427844680432516,0.04814959242922217,0.10928110323510493,-0.04968139961861027
-0.008473547278999707,-0.48694971138963694,0.44284102001915226,0.04814341050524283,0.10931912783405107,-0.04967512968089762
-0.008474714903472829,-0.48704586665104654,0.44289851542497777,0.04813712876219272,0.10935779903480836,-0.049668758383427374
-0.008475902157373457,-0.4871436117707514,0.4429569539094318,0.048130747402198845,0.10939711721398318,-0.049662285925221726
-0.008477109057066902,-0.48724294677391145,0.44301633511540156,0.048124266630580975,0.10943708275440309,-0.04965571250844171
-0.008478335619196305,-0.48734387168608173,0.4430766586799567,0.048117686655844455,0.10947769604511756,-0.049649038338379844
-0.008479581860683214,-0.48744638653321104,0.4431379242343487,0.048111007689673094,0.10951895748139726,-0.04964226362345288
-0.00848084779872817,-0.48755049134164163,0.44320013140401093,0.04810422994692179,0.10956086746473345,-0.049635388575194346
-0.008482133450811311,-0.4876561861381079,0.4432632798085576,0.04809735364560919,0.10960342640283839,-0.049628413408246995
-0.008483438834692969,-0.4877634709497363,0.4433273690617834,0.04809037900691021,0.10964663470964493,-0.04962133834035525
-0.00848476396841429,-0.48787234580404404,0.44339239877166264,0.048083306255148305,0.1096904928053063,-0.049614163592357284
-0.008486108870297875,-0.48798281072893834,0.44345836854034926,0.04807613561778798,0.10973500111619625,-0.04960688938817741
-0.008487473558948393,-0.4880948657527162,0.44352527796417546,0.04806886732542681,0.10978016007490794,-0.04959951595481796
-0.008488858053253254,-0.4882085109040627,0.4435931266336518,0.0480615016117877,0.10982597012025458,-0.04959204352235136
-0.00849026237238325,-0.48832374621205066,0.44366191413346623,0.04805403871371085,0.10987243169726904,-0.049584472323911964
-0.008491686535793231,-0.48844057170613997,0.44373164004248367,0.048046478871145645,0.10991954525720339,-0.04957680259568783
-0.008493130563222786,-0.4885589874161762,0.44380230393374487,0.04803882232714261,0.10996731125752894,-0.04956903457691243
-0.008494594474696925,-0.48867899337239024,0.4438739053744667,0.048031069327845066,0.11001573016193579,-0.0495611685098562
-0.00849607829052679,-0.48880058960539696,0.44394644392604055,0.04802322012248078,0.11006480244033254,-0.04955320463981806
-0.00849758203131035,-0.48892377614619453,0.44401991914403205,0.048015274963353595,0.11011452856884643,-0.04954514321511681
-0.00849910571793314,-0.48904855302616346,0.4440943305781808,0.048007234105834865,0.11016490902982298,-0.049536984487082436
-0.008500649371568976,-0.48917492027706566,0.44416967777239896,0.0479990978083548,0.11021594431182523,-0.049528728710047265
-0.008502213013680713,-0.4893028779310436,0.44424596026477103,0.04799086633239388,0.11026763490963404,-0.04952037614133723
-0.008503796666020982,-0.4894324260206188,0.4443231775875529,0.047982539942473985,0.11031998132424792,-0.049511927041262865
-0.008505400350632969,-0.48956356457869177,0.44440132926717146,0.04797411890614954,0.11037298406288243,-0.04950338167311012
-0.008507024089851177,-0.48969629363854006,0.44448041482422357,0.04796560349399858,0.11042664363896998,-0.04949474030313144
-0.008508667906302224,-0.48983061323381777,0.4445604337734753,0.04795699397961366,0.11048096057215963,-0.04948600320053636
-0.008510331822905622,-0.48996652339855445,0.4446413856238616,0.04794829063959276,0.11053593538831677,-0.04947717063748231
-0.008512015862874606,-0.490104024167154,0.4447232698784849,0.04793949375353011,0.11059156861952288,-0.04946824288906518
-0.008513720049716934,-0.4902431155743935,0.4448060860346149,0.04793060360400685,0.11064786080407532,-0.04945922023330979
-0.00851544440723573,-0.4903837976554222,0.44488983358368756,0.04792162047658166,0.11070481248648673,-0.049450102951160445
-0.008517188959530311,-0.4905260704457606,0.44497451201130434,0.04791254465978142,0.11076242421748528,-0.04944089132647123
-0.00851895373099705,-0.4906699339812987,0.44506012079723123,0.04790337644509149,0.11082069655401368,-0.0494315856459963
-0.008520738746330237,-0.49081538829829585,0.4451466594153985,0.04789411612694636,0.11087963005922931,-0.049422186199380026
-0.008522544030522949,-0.4909624334333786,0.4452341273338988,0.04788476400271967,0.11093922530250402,-0.049412693279147164
-0.008524369608867936,-0.4911110694235403,0.4453225240149876,0.04787532037271471,0.110999482859423,-0.04940310718069292
-0.008526215506958527,-0.49126129630613946,0.44541184891508157,0.047865785540154485,0.11106040331178539,-0.04939342820227285
