idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.4626569730741903,0.0838031061422519,0.34075116205985684,0.39816522276266225,-0.0606070377615735,0.15113400555731654,-1.7023673011759914,0.4119744212399783,1.7161764996533078
1,0.4626569730741903,0.0838032623922519,0.34075116205985684,0.3981658688293696,-0.06060673183085097,0.15113371518078128,-1.7023670848867678,0.41197506114070204,1.7161763273548072
2,0.4626569730741903,0.08380373114225191,0.34075116205985684,0.3981678070273848,-0.060605814035837646,0.15113284404800414,-1.7023664360226733,0.411976980840833,1.7161758104627765
3,0.4626569730741903,0.08380451239225191,0.34075116205985684,0.39817103735038717,-0.06060428436799903,0.15113139214947185,-1.7023653545944302,0.41198018033425643,1.716174948987623
4,0.4626569730741903,0.08380560614225191,0.34075116205985684,0.3981755597878423,-0.06060214281310916,0.15112935946932882,-1.7023638406199126,0.4119846596107772,1.716173742946696
5,0.4626569730741903,0.08380701239225191,0.34075116205985684,0.3981813743250018,-0.06059938935125242,0.151126745985377,-1.7023618941241407,0.4119904186561241,1.7161721923642803
6,0.4626569730741903,0.0838087311422519,0.34075116205985684,0.3981884809429032,-0.06059602395682351,0.1511235516690761,-1.7023595151392805,0.4119974574519478,1.7161702972715969
7,0.4626569730741903,0.08381076239225191,0.34075116205985684,0.3981968796183703,-0.060592046598527016,0.15111977648554364,-1.7023567037046423,0.4120057759758209,1.7161680577068008
8,0.4626569730741903,0.0838131061422519,0.34075116205985684,0.3982065703240121,-0.06058745723937875,0.15111542039355494,-1.702353459866677,0.41201537420123724,1.7161654737149767
9,0.4626569730741903,0.08381576239225191,0.34075116205985684,0.3982175530282234,-0.0605822558367044,0.15111048334554228,-1.7023497836789732,0.41202625209761207,1.716162545348137
10,0.4626569730741903,0.08381873114225191,0.34075116205985684,0.39822982769518417,-0.06057644234214088,0.15110496528759615,-1.7023456752022557,0.4120384096302837,1.7161592726652206
11,0.4626569730741903,0.08382201239225191,0.34075116205985684,0.39824339428485944,-0.0605700167016372,0.15109886615946438,-1.7023411345043777,0.4120518467605081,1.716155655732082
12,0.4626569730741903,0.0838256061422519,0.34075116205985684,0.39825825275299886,-0.060562978855453586,0.15109218589455226,-1.7023361616603196,0.41206656344546255,1.7161516946214936
13,0.4626569730741903,0.0838295123922519,0.34075116205985684,0.3982744030511367,-0.060555328738162384,0.15108492441992238,-1.702330756752183,0.4120825596382466,1.7161473894131376
14,0.4626569730741903,0.08383373114225191,0.34075116205985684,0.3982918451265912,-0.06054706627864892,0.15107708165629505,-1.7023249198691852,0.4120998352878755,1.7161427401935998
15,0.4626569730741903,0.08383826239225191,0.34075116205985684,0.39831057892246413,-0.06053819140011196,0.1510686575180473,-1.7023186511076511,0.4121183903392852,1.7161377470563632
16,0.4626569730741903,0.0838431061422519,0.34075116205985684,0.3983306043776407,-0.06052870402006283,0.15105965191321385,-1.7023119505710134,0.41213822473333106,1.7161324101018058
17,0.4626569730741903,0.0838482623922519,0.34075116205985684,0.3983519214267889,-0.06051860405032894,0.15105006474348667,-1.702304818369797,0.4121593384067832,1.7161267294371865
18,0.4626569730741903,0.0838537311422519,0.34075116205985684,0.39837453000035916,-0.06050789139705204,0.15103989590421418,-1.7022972546216166,0.41218173129233,1.7161207051766407
19,0.4626569730741903,0.08385951239225191,0.34075116205985684,0.3983984300245837,-0.060496565960687754,0.15102914528440228,-1.7022892594511734,0.41220540331857664,1.7161143374411785
20,0.4626569730741903,0.0838656061422519,0.34075116205985684,0.398423621421476,-0.06048462763601137,0.15101781276671375,-1.7022808329902344,0.41223035441004285,1.716107626358662
21,0.4626569730741903,0.08387201239225191,0.34075116205985684,0.3984501041088306,-0.060472076312112044,0.15100589822746793,-1.7022719753776379,0.4122565844871644,1.7161005720638118
22,0.4626569730741903,0.0838787311422519,0.34075116205985684,0.39847787800022183,-0.06045891187239949,0.15099340153664087,-1.7022626867592718,0.4122840934662881,1.7160931746981842
23,0.4626569730741903,0.0838857623922519,0.34075116205985684,0.3985069430050039,-0.060445134194599515,0.15098032255786523,-1.702252967288076,0.4123128812596769,1.7160854344101732
24,0.4626569730741903,0.08389310614225191,0.34075116205985684,0.3985372990283099,-0.0604307431507598,0.1509666611484303,-1.702242817124021,0.412342947775503,1.7160773513549894
25,0.4626569730741903,0.0839007623922519,0.34075116205985684,0.39856894597105097,-0.06041573860724814,0.1509524171592816,-1.7022322364341036,0.41237429291785127,1.7160689256946542
26,0.4626569730741903,0.0839087311422519,0.34075116205985684,0.398601883729916,-0.060400120424752846,0.15093759043502059,-1.7022212253923361,0.4124069165867156,1.7160601575979888
27,0.4626569730741903,0.08391701239225191,0.34075116205985684,0.3986361121973706,-0.060383888458284574,0.15092218081390513,-1.7022097841797346,0.4124408186779997,1.7160510472406034
28,0.4626569730741903,0.0839256061422519,0.34075116205985684,0.39867163126165633,-0.06036704255717851,0.15090618812784895,-1.7021979129843037,0.41247599908351484,1.7160415948048797
29,0.4626569730741903,0.0839345123922519,0.34075116205985684,0.3987084408067901,-0.06034958256509482,0.1508896122024216,-1.7021856120010252,0.4125124576909771,1.71603180047996
30,0.4626569730741903,0.08394373114225191,0.34075116205985684,0.3987465407125632,-0.060331508320017324,0.150872452856848,-1.7021728814318509,0.41255019438401164,1.7160216644617385
31,0.4626569730741903,0.08395326239225191,0.34075116205985684,0.39878593085454045,-0.06031281965425883,0.15085470990400907,-1.702159721485681,0.412589209042145,1.7160111869528412
32,0.4626569730741903,0.0839631061422519,0.34075116205985684,0.3988266111040592,-0.06029351639445846,0.15083638315044062,-1.7021461323783569,0.4126295015408075,1.7160003681626161
33,0.4626569730741903,0.0839732623922519,0.34075116205985684,0.39886858132822883,-0.06027359836158652,0.15081747239633406,-1.7021321143326416,0.4126710717513309,1.7159892083071135
34,0.4626569730741903,0.08398373114225191,0.34075116205985684,0.3989118413899293,-0.06025306537094144,0.15079797743553514,-1.7021176675782115,0.4127139195409482,1.7159777076090788
35,0.4626569730741903,0.0839945123922519,0.34075116205985684,0.3989563911478105,-0.06023191723215637,0.1507778980555453,-1.7021027923516336,0.41275804477278955,1.7159658662979256
36,0.4626569730741903,0.0840056061422519,0.34075116205985684,0.3990022304562911,-0.060210153749195694,0.1507572340375199,-1.7020874888963557,0.41280344730588486,1.7159536846097299
37,0.4626569730741903,0.08401701239225191,0.34075116205985684,0.39904935916555756,-0.06018777472035941,0.15073598515626924,-1.7020717574626893,0.4128501269951572,1.7159411627872079
38,0.4626569730741903,0.08402873114225191,0.34075116205985684,0.39909777712156314,-0.06016477993828229,0.15071415118025763,-1.702055598307794,0.41289808369142783,1.7159283010797028
39,0.4626569730741903,0.0840407623922519,0.34075116205985684,0.3991474841660267,-0.06014116918993917,0.1506917318716035,-1.7020390116956534,0.4129473172414073,1.7159150997431587
40,0.4626569730741903,0.08405310614225191,0.34075116205985684,0.39919848013643167,-0.06011694225664099,0.15066872698607914,-1.7020219978970705,0.4129978274876991,1.7159015590401159
