idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.492750709575946,-0.003409114993086048,0.345763067595742,-0.006904599238658716,0.011507665397756384,0.03452299619329974,-0.003835888465917895,0.006904599238692103,0.002301533079549409
1,0.49275055332594603,-0.003409114993086048,0.345763067595742,-0.0069046038134295,0.01150687145946705,0.03452379784343704,-0.003835231108545273,0.006904591509353342,0.002300875495996633
2,0.49275008457594605,-0.003409114993086048,0.345763067595742,-0.006904617537778229,0.011504489645205673,0.03452620279004323,-0.0038332590205594156,0.006904568324613636,0.0022989027294688744
3,0.492749303325946,-0.003409114993086048,0.345763067595742,-0.00690464041181402,0.011500519956799238,0.03453021102169759,-0.003829972154370581,0.006904529694077709,0.002295614732369958
4,0.492748209575946,-0.003409114993086048,0.345763067595742,-0.006904672435718739,0.011494962397289754,0.03453582251936643,-0.003825370430688575,0.006904475633871711,0.002291011425399412
5,0.492746803325946,-0.003409114993086048,0.345763067595742,-0.0069047136097470044,0.011487816970937814,0.03454303725640265,-0.0038194537385680912,0.006904406166450804,0.0022850926975978235
6,0.492745084575946,-0.003409114993086048,0.345763067595742,-0.006904763934226194,0.011479083683216373,0.03455185519854681,-0.003812221935464911,0.006904321320841108,0.002277858406402167
7,0.49274305332594603,-0.003409114993086048,0.345763067595742,-0.006904823409556446,0.011468762540818744,0.0345622763039268,-0.003803674847318402,0.006904221132335156,0.0022693083777293953
8,0.492740709575946,-0.003409114993086048,0.345763067595742,-0.006904892036210672,0.011456853551651491,0.03457430052305843,-0.0037938122686400327,0.006904105642798596,0.0022594424060643683
9,0.492738053325946,-0.003409114993086048,0.345763067595742,-0.006904969814734566,0.011443356724838871,0.03458792779884717,-0.0037826339626286292,0.00690397490043038,0.00224826025457496
10,0.492735084575946,-0.003409114993086048,0.345763067595742,-0.006905056745746604,0.011428272070718393,0.03460315806658554,-0.0037701396612961507,0.006903828959925174,0.0022357616552384453
11,0.492731803325946,-0.003409114993086048,0.345763067595742,-0.006905152829938081,0.011411599600842592,0.03461999125395884,-0.003756329065613914,0.006903667882346527,0.0022219463089871096
